"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Citi Costco Card","","10/10/2025","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$255.22,$0.00,"Cleared"
"Citi Costco Card","","10/10/2025","Costco Gas","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$46.92,$0.00,"Cleared"
"Chase Disney Visa (0810)","","10/10/2025","Walt Disney World","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$35.41,$0.00,"Cleared"
"Chase Prime Visa (8863)","","10/10/2025","Amazon Kindle Services","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$8.99,$0.00,"Cleared"
"Citi Costco Card","","10/10/2025","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$6.48,$0.00,"Cleared"
"Apple Card","","10/10/2025","The New York Times","Subscriptions ⏱️: NY Times","Subscriptions ⏱️","NY Times","",$4.00,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/10/2025","Oracle","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","",$0.17,$0.00,"Cleared"
"Chase Disney Visa (0810)","","10/10/2025","Google One","Subscriptions ⏱️: Google Storage","Subscriptions ⏱️","Google Storage","",$0.00,$1.50,"Cleared"
"Chase Sapphire (1661)","","10/09/2025","Fullscript","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$440.20,$0.00,"Cleared"
"Shared Checking (1852)","","10/09/2025","Venmo","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$140.00,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/09/2025","Steam","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","",$14.99,$0.00,"Cleared"
"Shared Checking (1852)","","10/08/2025","Duke Energy","Fixed Monthly Expenses: Electricity 💡","Fixed Monthly Expenses","Electricity 💡","",$694.94,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/08/2025","Widnall Counseling","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$200.00,$0.00,"Cleared"
"Citi Costco Card","","10/08/2025","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$24.30,$0.00,"Cleared"
"Apple Card","","10/08/2025","Publix","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$15.35,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/08/2025","Live2D","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$14.73,$0.00,"Cleared"
"Chase Disney Visa (0810)","","10/08/2025","Walt Disney World","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$6.00,$0.00,"Cleared"
"Apple Card","","10/08/2025","Tijuana Flats","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$5.35,$0.00,"Cleared"
"Shared Checking (1852)","","10/08/2025","Cigna","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$0.00,$244.04,"Cleared"
"Apple Card","","10/07/2025","Pursuit Physical Therapy","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$510.00,$0.00,"Cleared"
"Chase Disney Visa (0810)","","10/07/2025","Walt Disney World","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$106.24,$0.00,"Cleared"
"Apple Card","","10/07/2025","7-Eleven","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$30.00,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/07/2025","Walmart","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$26.62,$0.00,"Cleared"
"Chase Prime Visa (8863)","","10/07/2025","Amazon","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$7.08,$0.00,"Cleared"
"Shared Checking (1852)","","10/06/2025","Target","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$152.98,$0.00,"Cleared"
"Shared Checking (1852)","","10/06/2025","Target","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$52.16,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/06/2025","Allegro Music Center","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$28.36,$0.00,"Cleared"
"Apple Card","","10/06/2025","Starbucks","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$10.00,$0.00,"Cleared"
"Chase Prime Visa (8863)","","10/06/2025","Audible","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$6.99,$0.00,"Cleared"
"Chase Prime Visa (8863)","","10/06/2025","Amazon Kindle Services","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$3.59,$0.00,"Cleared"
"Apple Card","","10/06/2025","Adjustment","Variable Expenses: Unknown","Variable Expenses","Unknown","",$0.11,$0.00,"Cleared"
"Apple Card","","10/06/2025","The Home Depot","Variable Expenses: Home Improvement 🏗️","Variable Expenses","Home Improvement 🏗️","",$0.00,$5.64,"Cleared"
"Chase Sapphire (1661)","","10/05/2025","Bbradshaw","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$375.00,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/05/2025","Neurogenesis Center","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$180.00,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/05/2025","Microbalanc Micro","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$113.96,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/05/2025","Sanlando Springs","Variable Expenses: Pets 🐾","Variable Expenses","Pets 🐾","",$21.10,$0.00,"Cleared"
"Apple Card","","10/05/2025","Dunkin'","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$15.00,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/05/2025","Walmart","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$13.63,$0.00,"Cleared"
"Apple Card","","10/05/2025","Dunkin'","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$5.00,$0.00,"Cleared"
"Apple Card","","10/04/2025","Walgreens","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$60.15,$0.00,"Cleared"
"Apple Card","","10/04/2025","Wawa","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$49.20,$0.00,"Cleared"
"Citi Costco Card","","10/04/2025","SunPass","Day to Day Variables: Tolls/Parking/Commute💰","Day to Day Variables","Tolls/Parking/Commute💰","",$25.00,$0.00,"Cleared"
"Apple Card","","10/04/2025","Jersey Mike's","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$15.08,$0.00,"Cleared"
"Apple Card","","10/04/2025","Mochinut","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$12.43,$0.00,"Cleared"
"Apple Card","","10/04/2025","Wawa Fuel","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$5.38,$0.00,"Cleared"
"TrustCo Checking","","10/03/2025","Transfer : TrustCo HECL","Paying Off: TrustCo HECL","Paying Off","TrustCo HECL","",$1400.00,$0.00,"Cleared"
"Apple Card","","10/03/2025","Monarch Money","Subscriptions ⏱️: Subscriptions to Categorize📺","Subscriptions ⏱️","Subscriptions to Categorize📺","",$99.99,$0.00,"Reconciled"
"Chase Sapphire (1661)","","10/03/2025","Kickstarter","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","Galactic Cruise",$67.00,$0.00,"Cleared"
"Chase Prime Visa (8863)","","10/03/2025","H Mart","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$32.91,$0.00,"Cleared"
"Chase Disney Visa (0810)","","10/03/2025","National Entertainment Network","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$1.03,$0.00,"Cleared"
"Chase Disney Visa (0810)","","10/03/2025","National Entertainment Network","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$1.00,$0.00,"Cleared"
"Chase Disney Visa (0810)","","10/03/2025","National Entertainment Network","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$1.00,$0.00,"Cleared"
"Apple Card","","10/02/2025","Anderson Allergy & Asthma","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$225.00,$0.00,"Reconciled"
"Apple Card","","10/02/2025","Wawa Fuel","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$30.66,$0.00,"Reconciled"
"Apple Card","","10/02/2025","Apple Services","Subscriptions ⏱️: Apple One","Subscriptions ⏱️","Apple One","",$29.99,$0.00,"Reconciled"
"Apple Card","","10/02/2025","U Chun Noodle","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$29.69,$0.00,"Reconciled"
"Apple Card","","10/02/2025","Trader Joe's","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$23.45,$0.00,"Reconciled"
"Chase Sapphire (1661)","","10/01/2025","Maitland","Fixed Monthly Expenses: School 🏫","Fixed Monthly Expenses","School 🏫","",$1448.80,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/01/2025","Brown's Gym","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$257.60,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/01/2025","Aligned Life Couns","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$185.00,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/01/2025","Dssorders Supplements","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$138.93,$0.00,"Cleared"
"Citi Costco Card","","10/01/2025","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$114.53,$0.00,"Cleared"
"Chase Disney Visa (0810)","","10/01/2025","Annual Membership Fee","Subscriptions ⏱️: Disney Card Fee","Subscriptions ⏱️","Disney Card Fee","",$49.00,$0.00,"Cleared"
"Chase Sapphire (1661)","","10/01/2025","Level St","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$12.24,$0.00,"Cleared"
"Apple Card","","10/01/2025","Zoom Express Car Wash","Fixed Monthly Expenses: Cleaning ✨","Fixed Monthly Expenses","Cleaning ✨","",$10.00,$0.00,"Reconciled"
"Shared Checking (1852)","","10/01/2025","Hsawcspcustodian","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$0.00,$510.00,"Cleared"
"Apple Card","","09/30/2025","Pursuit Physical Therapy","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$1020.00,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/30/2025","Paul's Pool Service Inc","Fixed Monthly Expenses: Pool Service 🏊","Fixed Monthly Expenses","Pool Service 🏊","",$175.00,$0.00,"Cleared"
"Chase Sapphire (1661)","","09/30/2025","Widnall Counseling","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$100.00,$0.00,"Cleared"
"Apple Card","","09/30/2025","Apple Store","Paying Off: iPhone 15","Paying Off","iPhone 15","",$49.07,$0.00,"Reconciled"
"Apple Card","","09/30/2025","Target","Fun Money: Erivyn Discretionary","Fun Money","Erivyn Discretionary","",$29.19,$0.00,"Reconciled"
"Apple Card","","09/30/2025","Tijuana Flats","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$19.17,$0.00,"Reconciled"
"Apple Card","","09/30/2025","Starbucks","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$15.00,$0.00,"Reconciled"
"Apple Card","","09/30/2025","Ea Tiburon","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$7.72,$0.00,"Reconciled"
"Apple Card","","09/30/2025","Starbucks","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$0.76,$0.00,"Reconciled"
"TrustCo Checking","","09/29/2025","Loan Payment","Paying Off: TrustCo HECL","Paying Off","TrustCo HECL","",$287.73,$0.00,"Cleared"
"Apple Card","","09/29/2025","Orlando Family Stage","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$71.25,$0.00,"Reconciled"
"Citi Costco Card","","09/29/2025","Costco Gas","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$47.05,$0.00,"Cleared"
"Shared Checking (1852)","","09/29/2025","","Saving Goals: Eli Birthday","Saving Goals","Eli Birthday","",$30.68,$0.00,"Uncleared"
"Shared Checking (1852)","","09/29/2025","","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$30.00,$0.00,"Uncleared"
"Apple Card","","09/29/2025","Chick-fil-A","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$26.87,$0.00,"Reconciled"
"Apple Card","","09/29/2025","Jersey Mike's","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$21.61,$0.00,"Reconciled"
"Apple Card","","09/29/2025","iam8bit","Saving Goals: Christmas 🎄","Saving Goals","Christmas 🎄","",$16.04,$0.00,"Reconciled"
"TrustCo Checking","","09/28/2025","Transfer : Longwood Mortgage","Paying Off: Mortgage 🏘","Paying Off","Mortgage 🏘","",$1320.84,$0.00,"Cleared"
"Apple Card","","09/28/2025","Sky Zone","Saving Goals: Eli Birthday","Saving Goals","Eli Birthday","",$141.05,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/28/2025","Neurogenesis Center","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$90.00,$0.00,"Cleared"
"Citi Costco Card","","09/28/2025","Costco","Saving Goals: Eli Birthday","Saving Goals","Eli Birthday","",$55.96,$0.00,"Cleared"
"Apple Card","","09/28/2025","Trader Joe's","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$43.78,$0.00,"Reconciled"
"Citi Costco Card","","09/28/2025","Costco","Saving Goals: Eli Birthday","Saving Goals","Eli Birthday","",$31.94,$0.00,"Cleared"
"Apple Card","","09/28/2025","Plato's Closet","Fun Money: Erivyn Discretionary","Fun Money","Erivyn Discretionary","",$11.12,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/28/2025","Amazon Prime Video Channels","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$0.00,$7.91,"Cleared"
"Apple Card","","09/27/2025","Defy","Saving Goals: Eli Birthday","Saving Goals","Eli Birthday","",$149.00,$0.00,"Reconciled"
"Apple Card","","09/27/2025","Bruster's Real Ice Cream","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$8.55,$0.00,"Reconciled"
"Apple Card","","09/27/2025","Ea Tiburon","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$7.72,$0.00,"Reconciled"
"Apple Card","","09/27/2025","Bruster's Real Ice Cream","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$3.63,$0.00,"Reconciled"
"Shared Checking (1852)","","09/27/2025","Cigna","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$0.00,$661.24,"Cleared"
"Chase Sapphire (1661)","","09/26/2025","Fullscript","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$451.12,$0.00,"Cleared"
"Apple Card","","09/26/2025","Target","Fun Money: Erivyn Discretionary","Fun Money","Erivyn Discretionary","",$77.09,$0.00,"Reconciled"
"Apple Card","","09/26/2025","New Golden Sparkling Supermarket","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$51.38,$0.00,"Reconciled"
"Apple Card","","09/26/2025","Plato's Closet","Fun Money: Erivyn Discretionary","Fun Money","Erivyn Discretionary","",$16.05,$0.00,"Reconciled"
"Apple Card","","09/26/2025","Midjourney","Fixed Monthly Expenses: Mel Education","Fixed Monthly Expenses","Mel Education","",$10.00,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","09/26/2025","Amazon Prime Video Channels","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$7.91,$0.00,"Cleared"
"Shared Checking (1852)","","09/26/2025","Target","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$5.67,$0.00,"Cleared"
"Chase Disney Visa (0810)","","09/26/2025","Google One","Subscriptions ⏱️: Google Storage","Subscriptions ⏱️","Google Storage","",$2.99,$0.00,"Cleared"
"Chase Prime Visa (8863)","","09/25/2025","National Risk Sol","Fixed Monthly Expenses: Home Insurance 💥","Fixed Monthly Expenses","Home Insurance 💥","",$427.34,$0.00,"Cleared"
"Apple Card","","09/25/2025","Teryn Tucker Hair","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$128.13,$0.00,"Reconciled"
"Citi Costco Card","","09/25/2025","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$96.21,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/25/2025","WOW!","Fixed Monthly Expenses: Cable & Internet 🖥️","Fixed Monthly Expenses","Cable & Internet 🖥️","",$80.00,$0.00,"Cleared"
"Chase Disney Visa (0810)","","09/25/2025","Walt Disney World","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$25.75,$0.00,"Cleared"
"Chase Sapphire (1661)","","09/25/2025","Claude.ai","Fixed Monthly Expenses: Mel Education","Fixed Monthly Expenses","Mel Education","",$20.00,$0.00,"Cleared"
"Chase Disney Visa (0810)","","09/25/2025","Walt Disney World","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$12.02,$0.00,"Cleared"
"Citi Costco Card","","09/25/2025","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$2.54,$0.00,"Reconciled"
"Chase Sapphire (1661)","","09/24/2025","Widnall Counseling","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$200.00,$0.00,"Cleared"
